"id_proc_compra","processo_sipac","id_material","denominacao","id_item_proc_compra","valor_pre_compra","quantidade","qtd_recebida","id_situacao","situacao"
93,"23076.6884/2017-84",5249,AR CONDICIONADO SPLIT DE 09.000 BTUS,1705,3380.00,170.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8960,"05 - EXTINTOR DE INCENDIO, GAS CARBONICO (CO2), 50KG",1460,6900.00,2.00,0.00,1,LICITADO
66,"23076.2763/2017-63",5493,"CONECTOR DE DERIVAÇÃO BIMETÁLICO 3,17 A 8,30",956,3.22,500.00,0.00,1,LICITADO
66,"23076.2763/2017-63",5494,"CONECTOR DE DERIVAÇÃO BIMETÁLICO 4,66 A 8,30",957,6.25,200.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5102,PAPEL A4 RECICLADO 75G/M,30,18.30,4360.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5105,PAPEL ALMAÇO 75G/M,31,48.00,1070.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5107,PAPEL ALMAÇO 75G/M PAUTA E MARGEM,32,25.88,2800.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5104,PAPEL CARTOLINA 180G/M CORES,33,67.42,1750.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5106,PAPEL CARTOLINA 180G/M CORES - EXCLUSIVO ME/EPP,34,67.42,200.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5108,PAPEL COUCHÉ A4 BRANCO 180G/M,35,13.61,2640.00,0.00,1,LICITADO
14,"23076.21711/2016-13",5109,PAPEL VERGÊ A4 BRANCO 180G/M,22,14.15,1730.00,0.00,1,LICITADO
10,"23076.9589/2015-18",4958,ÁGUA MINERAL 20 LITROS - CAMPUS CAA,4,5.57,20000.00,0.00,1,LICITADO
10,"23076.9589/2015-18",4956,&amp;Aacute;GUA MINERAL 20 LITROS,3,3.81,100000.00,0.00,1,LICITADO
93,"23076.6884/2017-84",5250,AR CONDICIONADO SPLIT DE 12.000 BTUS,1706,3788.00,395.00,-1.00,1,LICITADO
10,"23076.9589/2015-18",4957,ÁGUA MINERAL 20 LITROS - CAMPUS CAV,2,4.57,6000.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4986,"ÁCIDO PERACÉTICO 0,2% SOLUÇÃO AQUOSA",18,36.50,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4984,"19 ALCOOL ETÍLICO 70%",17,5.48,2900.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4978,"CLOREXIDINA 0,5% ALCOÓLICA",16,11.45,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4979,"CLOREXIDINA DIGLUCONATO, 2%, DEGERMANTE (CAA)",15,13.67,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4980,"CLOREXIDINA DIGLUCONATO, 4%, DEGERMANTE",14,15.98,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4985,FORMALDEÍDO (FORMOL) 37 A 40%,13,9.14,4300.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4981,IODOPOVIDONA (PVPI) 10% ALCOÓLICA,12,14.84,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4982,IODOPOVIDONA (PVPI) 10% DEGERMANTE,11,14.10,600.00,0.00,1,LICITADO
12,"23076.12422/2016-15",4983,IODOPOVIDONA (PVPI) 10% TÓPICA AQUOSA,10,15.60,600.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8961,"06 - EXTINTOR DE INCENDIO - ESPUMA MECANICA, TIPO CARRETA, 50L",1459,8533.33,2.00,0.00,1,LICITADO
89,"23076.22222/2016-71",5392,"EXTINTOR DE INCÊNDIO  TIPO ÁGUA PRESSURIZADA (H2O), TIPO PORTÁTIL, CLASSE A , CAPACIDADEDE 10 LITROS. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010.",1458,117.78,400.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8969,"SUPORTE-TIPO UNIVERSAL UTILIZADO PARA SUSTENTAÇÃO DE EXTINTORES NA PAREDE COM CAPACIDADE DE SUPORTE DE ACORDO COM EXTINTORES DOS TIPOS PQS (DE 4KG, 6KG E DE 8KG), CO2 (DE 6 KG) E H2O (DE 10 L).",1466,5.34,1100.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8970,"SUPORTE-PARA PISO PARA EXTINTOR TIPO CIRCULAR TRIPÉ, COM BORRACHA NO ACABAMENTO DA BASE E HASTE DE SINALIZAÇÃO. CAPACIDADE DE SUPORTE DE ACORDO COM EXTINTORES DOS TIPOS PQS (DE 4KG, 6KG E DE 8KG), CO2 (DE 6KG) E H2O (DE 10 L).",1467,36.37,1100.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8971,"SINALIZAÇÃO-CÍRCULO OU SETA INDICATIVO DE H2O  COR INTERNA: BRANCA COM INDICAÇÃO DO FONE DO CORPO DE BOMBEIROS E COR EXTERNA: VERMELHA.DIMENSÕES MÍNIMAS DE 0,070 M2.",1468,11.63,450.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8973,"SINALIZAÇÃO - CÍRCULO OU SETA INDICATIVO DE CO2  COR INTERNA: AMARELA COM INDICAÇÃO DO FONE DO CORPO DE BOMBEIROS E COR EXTERNA: VERMELHA. DIMENSÕES MÍNIMAS DE 0,070 M2.",1469,11.57,650.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8974,"SINALIZAÇÃO - CÍRCULO OU SETA INDICATIVO DE PQS  COR INTERNA: AZUL COM INDICAÇÃO DO FONE DO CORPO DE BOMBEIROS E COR EXTERNA: VERMELHA. DIMENSÕES MÍNIMAS DE 0,070 M2.",1470,11.54,1300.00,0.00,1,LICITADO
28,"23076.47052/2016-37",5536,SERVIÇO DE INSTALAÇÃO NO TELHADO DO HALL CIRCULAR DO CECON/UFPE,144,128257.07,1.00,0.00,1,LICITADO
24,"23076.29084/2016-51",5446,COLETA DE LIXO - 17M³,108,63900.00,12.00,0.00,1,LICITADO
24,"23076.29084/2016-51",5445,COLETA DE LIXO - 15M³,109,19183.30,12.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5450,"TRANSFORMADOR DE CORRENTE 15KVA 0,3P25 3P75 RTP 13,8KV/115-115V 2X500VA",145,1646.70,3.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5449,"TRANSFORMADOR DE CORRENTE 15KVA 0,3C25 10B100 RTC 300/5-5A 1,2IN",146,1135.74,3.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5447,RELÉ MICROPROCESSADO,147,6261.73,2.00,0.00,1,LICITADO
25,"23076.46419/2016-3",5481,SERVIÇO DE SUCÇÃO DE DEJETOS E LIMPEZA DE FOSSAS,110,698.33,60.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5458,CAIAÇÃO - NA CIDADE DE RECIFE.,124,9.39,3000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5486,CAIAÇÃO - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,123,9.39,100.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5459,EMASSAMENTO COM MASSA ACRÍLICA - NA CIDADE DE RECIFE.,122,11.93,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5460,EMASSAMENTO COM MASSA PVA - NA CIDADE DE RECIFE.,121,8.73,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5461,EMASSAMENTO E PINTURA ACRÍLICA - NA CIDADE DE RECIFE.,120,24.05,15000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5485,EMASSAMENTO E PINTURA ACRÍLICA - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,119,24.05,3000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5462,"EMASSAMENTO E PINTURA ACRÍLICA EM ALTURA, CONFORME NR 35 - NA CIDADE DE RECIFE.",118,33.37,60000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5463,EMASSAMENTO E PINTURA ESMALTE - NA CIDADE DE RECIFE.,117,41.01,2000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5464,EMASSAMENTO E PINTURA ESMALTE SINTÉTICO - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,116,41.01,1000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5465,EMASSAMENTO E PINTURA PVA - NA CIDADE DE RECIFE.,115,18.29,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5484,EMASSAMENTO E PINTURA PVA - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,114,18.29,2000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5466,PINTURA A BASE DE EPOXI - NA CIDADE DE RECIFE.,113,76.12,1500.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5489,PINTURA A BASE DE EPOXI - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,112,76.12,800.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5467,"PINTURA ACRÍLICA EM ALTURA SOBRE MASSA EXISTENTE, CONFORME NR 35 - NA CIDADE DE RECIFE.",125,21.44,100000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5468,PINTURA ACRÍLICA SOBRE MASSA EXISTENTE - NA CIDADE DE RECIFE.,126,12.11,70000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5469,PINTURA DE PISO - NA CIDADE DE RECIFE.,127,14.66,6000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5470,PINTURA EM ESMALTE SINTÉTICO SOBRE MASSA EXISTENTE - NA CIDADE DE RECIFE.,128,28.14,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5483,PINTURA EM ESMALTE SINTÉTICO SOBRE MASSA EXISTENTE - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,129,28.14,600.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5457,PINTURA PVA SOBRE MASSA EXISTENTE - NA CIDADE DE RECIFE.,130,9.56,40000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5482,PINTURA PVA SOBRE MASSA EXISTENTE - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,131,9.56,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5471,PINTURA SOBRE ESQUADRIA DE FERRO - NA CIDADE DE RECIFE.,132,38.10,8000.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5452,NOBREAK MONOFÁSICO SENOIDAL 800VA,148,447.00,2.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5451,MULTIMEDIDOR ELETRÔNICO,149,6090.00,1.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5488,PINTURA SOBRE ESQUADRIA DE FERRO - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,133,38.10,1000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5472,PINTURA SOBRE ESQUADRIA DE MADEIRA - NA CIDADE DE RECIFE.,134,26.37,3000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5487,PINTURA SOBRE ESQUADRIA DE MADEIRA - NA CIDADE DE VITÓRIA DE SANTO ANTÃO.,135,26.37,1000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5473,TEXTURA ACRÍLICA SOBRE MASSA ÚNICA EXISTENTE - NA CIDADE DE RECIFE.,136,14.04,10000.00,0.00,1,LICITADO
26,"23076.31171/2014-14",5474,VERNIZES - NA CIDADE DE RECIFE.,111,18.86,2000.00,0.00,1,LICITADO
64,"23076.50376/2015-71",8544,CONTRATAÇÃO DE SERVIÇO DE RETROESCAVADEIRA OPERADA,869,1377.00,360.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8963,"08 - EXTINTOR DE INCÊNDIO, ÁGUA PRESSURIZADA (H2O), 75L, TIPO CARRETA",1457,1876.00,2.00,0.00,1,LICITADO
60,"23076.15985/2017-46",4955,BATERIA 12V: TIPO: ALCALINA,803,7.24,50.00,0.00,1,LICITADO
70,"23076.49698/2016-59",8635,"SERVIÇO DE COLETA, TRANSPORTE, DESCONTAMINAÇÃO E DESTINAÇÃO FINAL DE LÂMPADAS INSERVÍVEIS - CENTRO ACADÊMICO DE VITÓRIA",1072,1.36,5000.00,0.00,1,LICITADO
29,"23076.44495/2015-95",5448,CHAVE SECCIONADORA 15KVA 400A,150,393.21,3.00,0.00,1,LICITADO
31,"23076.6885/2017-29",5397,AR CONDICIONADO DE JANELA 12.000 BTUS,156,1581.99,289.00,0.00,1,LICITADO
89,"23076.22222/2016-71",5393,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS), TIPO PORTÁTIL, CLASSES B E C, CAPACIDADE 4KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010.",1456,112.78,200.00,0.00,1,LICITADO
36,"23076.13353/2015-86",5790,PEN DRIVE 32 GB,193,37.76,1690.00,0.00,1,LICITADO
36,"23076.13353/2015-86",5052,TECLADO,192,22.29,880.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8965,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) TIPO PORTÁTIL, CLASSES B E C, CAPACIDADE 6KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010.",1455,129.45,200.00,0.00,1,LICITADO
60,"23076.15985/2017-46",4952,"BATERIA 3V, BATERIA BOTÃO CR2025",806,6.29,60.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8966,"11 - EXTINTOR DE INCENDIO, PÓ QUÍMICO (PQS), 20KG, BC",1454,871.50,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5323,VECTOELETRONISTAGMOGRAFIA COMPUTADORIZADA,173,17000.00,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5315,TENSIÔMETRO DIGITAL DE BRAÇO,174,225.00,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5320,SONDA DE ASPIRAÇÃO Nº 6,175,1.46,100.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5319,SONDA DE ASPIRAÇÃO Nº 4,176,1.24,100.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5325,SONDA DE ASPIRAÇÃO Nº 12,177,1.73,100.00,0.00,1,LICITADO
62,"23076.54025/2015-30",8487,RAÇÃO ANIMAL - RAÇÃO PARA RATOS E CAMUNDONGOS,823,7.70,60740.00,0.00,1,LICITADO
31,"23076.6885/2017-29",5398,AR CONDICIONADO DE JANELA 18.000 BTUS,155,2051.30,179.00,0.00,1,LICITADO
70,"23076.49698/2016-59",8634,"SERVIÇO DE COLETA, TRANSPORTE, DESCONTAMINAÇÃO E DESTINAÇÃO FINAL DE LÂMPADAS INSERVÍVEIS - CAMPUS RECIFE",1073,1.31,40000.00,0.00,1,LICITADO
70,"23076.49698/2016-59",8636,"SERVIÇO DE COLETA, TRANSPORTE, DESCONTAMINAÇÃO E DESTINAÇÃO FINAL DE LÂMPADAS INSERVÍVEIS - CAMPUS CARUARU",1074,1.43,10000.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8967,"12 - EXTINTOR DE INCENDIO, PÓ QUÍMICO (PQS), 50KG, BC",1453,2336.46,2.00,0.00,1,LICITADO
89,"23076.22222/2016-71",5394,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) , TIPO PORTÁTIL, CLASSES A B C CAPACIDADE DE 04 KG . CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010.",1452,156.39,200.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8968,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) , TIPO PORTÁTIL, CLASSES A B C CAPACIDADE DE 06 KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010.",1465,198.86,400.00,0.00,1,LICITADO
124,"23076.46551/2017-98",9448,"242 - DIFENILCARBAZIDA",2465,2.46,1000.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8985,"EXTINTOR DE INCÊNDIO  TIPO GÁS CARBÔNICO (CO2), TIPO PORTÁTIL, CLASSES B E C, CAPACIDADE DE 6KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1472,437.00,10.00,0.00,1,LICITADO
93,"23076.6884/2017-84",5251,AR CONDICIONADO SPLIT DE 18.000 BTUS,1707,5310.00,210.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5326,SELADORA PARA MATERIAL ESTERELIZÁVEL,178,480.75,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5322,APARELHO EMISSÕES OTOACÚSTICAS,179,27980.00,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5324,AUDIÔMETRO DE 2 CANAIS,180,17900.00,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5308,AUTOCLAVE HORIZONTAL DE MESA COMPACTA - 12 LITROS,181,4366.07,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5309,CILINDRO DE OXIGÊNIO + VÁLVULA O2 + FLUXÔMETRO + UMIDIFICADOR CAPACIDADE 1M³,182,1094.65,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5310,ESTETOSCÓPIO NEONATAL,183,230.00,4.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5321,IMITANCIÔMETRO AUTOMÁTICO,184,24472.22,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5316,MANGUEIRA DE EXTENSÃO PARA ASPIRAÇÃO E OXIGENOTERAPIA,185,11.00,4.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5311,MICROASPIRADOR,186,403.09,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5312,OXÍMETRO,187,430.36,2.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5317,PAPEL GRAU CIRÚRGICO TUBULAR 10 X 37 CM COM 100M,188,170.00,3.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5318,PAPEL GRAU CIRÚRGICO TUBULAR 20 X 27 CM COM 100M,189,136.42,3.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5314,REANIMADOR MANUAL (AMBU) ADULTO SILICONE MD,190,300.00,1.00,0.00,1,LICITADO
35,"23076.31470/2016-11",5313,REANIMADOR MANUAL (AMBU) INFANTIL SILICONE,191,300.00,1.00,0.00,1,LICITADO
41,"23076.52998/2015-34",5033,FOGÃO 04 BOCAS,257,710.07,38.00,0.00,1,LICITADO
60,"23076.15985/2017-46",4953,"BATERIA 3V, BATERIA BOTÃO CR2032",807,7.10,195.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8987,"EXTINTOR DE INCÊNDIO  TIPO ÁGUA PRESSURIZADA (H2O), TIPO PORTÁTIL, CLASSE A, CAPACIDADE DE 10 LITROS. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1473,123.00,10.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8989,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS), TIPO PORTÁTIL, CLASSES B E C, CAPACIDADE 4KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1474,111.00,10.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8991,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) TIPO PORTÁTIL, CLASSES B E C, CAPACIDADE 6KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1475,128.00,10.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8992,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) , TIPO PORTÁTIL, CLASSES A B C CAPACIDADE DE 04 KG . CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1476,196.33,10.00,0.00,1,LICITADO
89,"23076.22222/2016-71",8993,"EXTINTOR DE INCÊNDIO  TIPO PÓ QUÍMICO SECO (PQS) , TIPO PORTÁTIL, CLASSES A B C CAPACIDADE DE 06 KG. CERTIFICADO PELO INMETRO, CONFORME PORTARIA Nº 486 DE 08/12/2010. CAMPUS CAV.",1451,224.67,10.00,0.00,1,LICITADO
93,"23076.6884/2017-84",5252,AR CONDICIONADO SPLIT DE 24.000 BTUS,1708,6360.00,130.00,0.00,1,LICITADO
93,"23076.6884/2017-84",5253,AR CONDICIONADO SPLIT DE 30.000 BTUS,1709,11100.00,75.00,0.00,1,LICITADO
93,"23076.6884/2017-84",8945,AR CONDICIONADO SPLIT DE 36.000 BTUS,1710,7070.00,105.00,0.00,1,LICITADO
91,"23076.39295/2016-0",5442,BOMBONA DE POLIETINO DE ALTA DENSIDADE (PEAD) 50KG,1510,80.99,40.00,0.00,1,LICITADO
93,"23076.6884/2017-84",8946,AR CONDICIONADO SPLIT DE 48.000 BTUS,1711,8870.00,90.00,0.00,1,LICITADO
91,"23076.39295/2016-0",5444,CARRO COLETOR DE RESÍDUOS SÓLIDOS TIPO PLATAFORMA 800KG,1508,984.45,10.00,0.00,1,LICITADO
42,"23076.48599/2015-79",4938,PAPEL A4 BRANCO 75G/M,266,14.62,26840.00,0.00,1,LICITADO
55,"23076.54018/2015-38",7384,BATERIA - TIPO ALCALINA ( REFERÊNCIA A23 / VOLTAGEM 12V),616,7.80,50.00,0.00,1,LICITADO
82,"23076.21714/2016-49",5089,"SUPORTE UNIVERSAL PARA TV ATÉ 55"" TETO",1375,383.90,29.00,0.00,1,LICITADO
82,"23076.21714/2016-49",5081,"TELEVISOR LED 32"" SMART TV",1376,1548.65,26.00,0.00,1,LICITADO
39,"23076.41256/2016-64",4958,ÁGUA MINERAL 20 LITROS - CAMPUS CAA,239,7.11,20000.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6336,"CARIMBO(MEDINDO 3,0CMX3,0CM)",319,31.60,83.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6355,"CARIMBO(MEDINDO 3,0CMX3,0CM)-CAA",320,33.26,90.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6343,"CARIMBO(MEDINDO 3,8CM X 1,4CM)-CAA",322,17.63,90.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6352,"CARIMBO(MEDINDO 7,0CMX2,5CM)-CAA",334,35.99,90.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6338,"CARIMBO(MEDINDO 7,5CMX3,8CM)",336,48.50,136.00,0.00,1,LICITADO
91,"23076.39295/2016-0",5439,COLETOR DE RESÍDUOS SÓLIDOS 01 COMPARTIMENTO 24L,1507,34.00,5550.00,0.00,1,LICITADO
93,"23076.6884/2017-84",9146,AR CONDICIONADO SPLIT 58.000 BTUS COM INSTALAÇÃO INCLUSA,1712,11340.00,80.00,0.00,1,LICITADO
66,"23076.2763/2017-63",5495,"CONECTOR DE DERIVAÇÃO BIMETÁLICO 8,01 A 10,50",958,7.84,50.00,0.00,1,LICITADO
66,"23076.2763/2017-63",5497,LÂMPADA FLUORESCENTE TUBULAR 16W,960,4.64,800.00,0.00,1,LICITADO
66,"23076.2763/2017-63",5499,REATOR ELETRÔNICO 1X16W,964,18.32,400.00,0.00,1,LICITADO
41,"23076.52998/2015-34",5034,FOGÃO 06 BOCAS,259,845.87,2.00,0.00,1,LICITADO
41,"23076.52998/2015-34",5035,FORNO MICRO-ONDAS 20 LITROS,260,407.07,48.00,0.00,1,LICITADO
41,"23076.52998/2015-34",5983,LAVADOURA DE ROUPA 10 KG,262,1395.42,2.00,0.00,1,LICITADO
41,"23076.52998/2015-34",5984,LAVADOURA DE ROUPAS 15 KG,263,1642.45,6.00,0.00,1,LICITADO
124,"23076.46551/2017-98",9449,"243 - DIMETILGLIOXIMA",2281,0.70,1000.00,0.00,1,LICITADO
82,"23076.21714/2016-49",5082,"TELEVISOR LED 40 A 43"" SMART TV",1377,2097.00,55.00,0.00,1,LICITADO
123,"23076.49628/2017-81",9173,"001 - 1,3,5-TRI-HIDROXIBENZENO (FLOROGLUCINOL)",2076,4.73,750.00,0.00,1,LICITADO
39,"23076.41256/2016-64",4956,&amp;Aacute;GUA MINERAL 20 LITROS,238,7.11,80000.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6344,"REFIL DE TINTA PARA CARIMBO(3,8 CM X 1,4 CM)-CAA",287,10.15,30.00,0.00,1,LICITADO
52,"23076.20385/2017-8",7767,"LIVROS NACIONAIS NA ÁREA DE CIÊNCIAS SOCIAIS E APLICADAS, CIÊNCIAS DA SAÚDE E LITERATURAS, DO CENTRO ACADÊMICO DE VITÓRIA - CURSO DE BIBLIOTECONOMIA",464,34760.65,1.00,0.00,1,LICITADO
91,"23076.39295/2016-0",5443,TAMBOR EM POLIETINO DE ALTA DENSIDADE E ALTO PESO MOLECULAR (PADPM) 200L,1504,199.70,10.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6330,"REFIL DE TINTA PARA CARIMBO(6,0CMX4,0CM)",277,16.74,28.00,0.00,1,LICITADO
21,"23076.6886/2017-73",5351,CAPA DE PROCESSO,94,1.38,90000.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6332,"BASE PARA CARIMBO(5,8CMX2,2CM)",304,13.11,40.00,0.00,1,LICITADO
43,"23076.13166/2015-1",6323,"BASE PARA CARIMBO(3,0CMX3,0CM)",305,12.30,38.00,0.00,1,LICITADO
